%iy  id  it imin   Q*      QH      QE      Qs      Qf    Wind    RH     Td     press   rain    Kdn    snow    ldown   fcld    wuh     xsmd    lai_hr  Kdiff   Kdir    Wd
2020 186 0 0 -999.00 -2.85 89.85 -999.00 -999.00 10.04000 75.27 13.71 99.56 0.00 0.00 2020.00 327.98 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 186 1 0 -999.00 -3.36 85.38 -999.00 -999.00 10.27000 77.75 13.70 99.53 0.01 0.00 2020.00 328.03 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 186 2 0 -999.00 -1.95 78.34 -999.00 -999.00 10.77000 79.77 13.85 99.51 0.02 9.37 2020.00 320.50 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 186 3 0 -999.00 3.86 75.78 -999.00 -999.00 10.87000 82.28 14.04 99.52 0.02 51.61 2020.00 332.26 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 186 4 0 -999.00 12.69 76.93 -999.00 -999.00 10.62000 82.68 14.54 99.49 0.03 120.95 2020.00 329.12 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 186 5 0 -999.00 25.62 88.71 -999.00 -999.00 10.84000 83.61 14.78 99.48 0.06 203.53 2020.00 334.10 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 186 6 0 -999.00 29.89 108.19 -999.00 -999.00 11.37000 83.62 14.73 99.46 0.39 230.02 2020.00 342.25 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 186 7 0 -999.00 36.64 106.60 -999.00 -999.00 11.62000 80.81 15.38 99.46 0.03 282.88 2020.00 339.06 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 186 8 0 -999.00 62.22 130.77 -999.00 -999.00 12.46000 75.12 15.79 99.42 0.04 445.17 2020.00 343.51 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 186 9 0 -999.00 45.17 132.64 -999.00 -999.00 12.74000 72.98 15.83 99.39 0.20 348.35 2020.00 364.38 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 186 10 0 -999.00 15.21 122.52 -999.00 -999.00 11.17000 78.37 15.12 99.36 0.56 202.28 2020.00 362.76 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 186 11 0 -999.00 2.25 108.24 -999.00 -999.00 13.03000 82.49 15.00 99.29 0.89 127.11 2020.00 367.34 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 186 12 0 -999.00 -16.68 131.70 -999.00 -999.00 15.82000 86.14 14.61 99.24 1.87 79.63 2020.00 373.05 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 186 13 0 -999.00 -17.31 138.50 -999.00 -999.00 16.36000 88.83 14.70 99.19 1.16 91.89 2020.00 374.77 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 186 14 0 -999.00 4.96 132.10 -999.00 -999.00 15.22000 87.21 15.32 99.17 0.32 206.59 2020.00 368.76 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 186 15 0 -999.00 -0.56 101.45 -999.00 -999.00 15.51000 89.72 15.36 99.15 0.18 123.47 2020.00 369.54 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 186 16 0 -999.00 0.46 87.40 -999.00 -999.00 16.04000 90.56 15.40 99.06 0.22 104.36 2020.00 377.35 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 186 17 0 -999.00 -11.87 73.06 -999.00 -999.00 16.66000 91.71 15.47 99.06 0.66 41.61 2020.00 382.18 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
